EF21,TAETIGKEITSSCHLUESSEL4,B52,TAETIGKEITSSCHLUESSEL5
205407,2,1177.5359778264888,3
107002,2,1215.810826547474,3
208414,2,1179.9485594925563,3
7728,2,1209.4357789144894,3
106760,2,1198.5133672367463,3
111447,2,1214.8755393357667,3
4401,2,1157.8072357149865,3
382344,1,835.2066047877952,3
310082,1,853.1583466177119,3
312460,1,851.2915510366981,3
379221,1,847.3957250026913,3
383598,1,850.6383781214176,3
382394,1,835.5847984517824,3
381241,1,854.7655929008064,3
336962,1,845.1578398724421,3
339901,1,841.6298036763031,3
166599,1,478.495471613702,1
176303,1,506.22378510153595,1
30127,1,566.655440108487,1
111168,1,70.16631655386668,1
114285,1,365.6125555856821,1
12487,1,110.52165967251207,1
7894,1,75.37232506360016,1
28581,1,641.739840284881,1
201506,1,77.65833232153224,1
11913,1,241.50301711574883,1
112154,1,678.6576954848355,1
177807,1,924.6933030903922,1
164259,1,912.1491422316049,1
110656,1,326.2838097785543,1
114433,1,924.6436470245669,1
152132,1,489.08685391419345,1
167930,1,143.18218262642085,1
112794,1,329.1692543488916,1
108937,1,348.50496645728003,1
203618,1,99.78094730532675,1
164482,1,520.5648531376208,1
152566,1,178.04098542401496,3
164715,1,115.48840755880641,3
176753,1,109.08736338131354,3
175079,1,91.25388964656192,3
155642,1,151.4834950147191,3
190789,1,585.0603477049638,3
190397,1,573.5893698745391,3
247137,1,881.9831681776377,3
261750,1,546.5345440997999,3
258043,1,749.4718560950475,3
175485,1,892.6566319702798,3
213128,1,696.8909756152894,3
253957,1,751.0826822088436,3
158115,1,860.1110796244994,3
171681,1,951.512928136639,3
173141,1,1015.7512312335514,3
92424,1,450.43184943977076,3
16573,1,35.23880624260528,3
40089,1,449.5277102656357,3
13058,1,368.8794996516991,3
92883,1,206.25115623147707,3
12183,1,11.159529954203492,3
104961,1,70.91580958109728,3
69535,1,293.15245698456215,3
90800,1,196.63258586921802,3
12864,1,178.93613938350234,3
45182,1,504.8089548891589,3
151811,2,121.11725925188512,1
197844,2,5.534950851413289,1
201166,2,544.8979354002088,1
114600,2,531.8032742879222,1
110670,2,543.4056821009387,1
41300,2,250.39624142374,1
42484,2,917.6615474575601,1
210150,2,516.4437258879818,1
38153,2,516.061273809899,1
66127,2,899.0454000599498,1
88247,2,919.2891810452385,1
33825,2,900.4298097591203,1
202541,2,537.990381202305,1
13878,2,843.672319128439,3
26451,2,853.0058456970905,3
14989,2,863.6090997842299,3
86867,2,901.690707191394,3
774,2,862.3917018624032,3
215922,2,419.9716674491392,3
151818,2,475.13264463479555,3
154415,2,396.1128891336533,3
152320,2,444.21742602323974,3
155372,2,152.16019745750822,3
226015,2,523.0684903122412,3
200261,2,526.8394949667908,3
168753,1,1255.9373829607214,3
172053,1,1196.164708863428,3
172857,1,1206.7930865487529,3
180137,1,1143.7424231820141,3
164232,1,1174.1473731291176,3
176853,1,1135.8469771550497,3
106505,1,1260.3827455420646,3
106509,1,1276.918509972995,3
111875,1,1252.7340481124556,3
107993,1,1269.2156101961234,3
178307,1,1129.4655231406377,3
382701,1,341.05715384780984,1
385847,1,342.2035464524982,1
332464,1,363.0457049316923,1
360247,1,377.80622404172766,1
345548,1,342.7738617803781,1
383808,1,356.7585503808158,1
348446,1,358.4599613883911,1
349388,1,347.1607064225478,1
353906,1,345.38288375185,1
320349,2,299.02493401526357,3
295644,2,238.27492949511293,3
301415,2,235.51660900443179,3
295047,2,472.26851335751473,3
306473,2,507.83928354639517,3
305749,2,458.126405565685,3
309993,2,384.6204864542907,3
379854,1,1201.9390154801183,3
378111,1,1136.19250965264,3
340312,1,1273.648781419404,3
332301,1,1266.075397687816,3
337098,1,1278.625401299904,3
185599,1,1151.5963251199541,1
171084,1,1133.4485751093298,1
205154,1,1131.307689547849,1
199658,1,1149.9370142680132,1
205000,1,1146.8615627583542,1
175453,1,1198.8968916722106,1
189160,1,1142.859705184368,1
187173,1,1148.9223239586543,1
171766,1,1120.1035250189022,1
176674,1,1126.5675946484362,1
