EF21,TAETIGKEITSSCHLUESSEL4,B52
17599,2,1132.7679889132444
109280,2,1123.6024557684582
114663,2,1198.1206317405565
18262,2,1189.67738185804
200472,2,1209.4357789144894
205173,2,1121.1460383566052
208515,2,1190.6869070002342
106676,2,1174.9461082593093
182424,2,1122.9036178574934
108439,2,1215.7307569900945
345705,2,413.6292607253437
356253,2,339.6333136885592
352838,2,102.58310207339638
360404,2,68.84304904295982
310677,2,180.86553401867096
351818,2,360.2098524954972
355189,2,327.1695969035647
328820,2,248.87334886692665
318223,2,164.260227146232
305685,2,190.46676217849654
356285,2,905.6298036763031
312688,2,981.7272464659144
310525,2,984.3418012137647
313720,2,594.133468398815
325039,2,923.3277200542435
321530,2,911.1078623088921
377621,1,508.85648833234154
298886,1,172.5517580004547
307399,1,23.26082983625604
381061,1,462.5778741067506
378287,1,503.82306239832144
377348,1,16.77088778502047
379281,1,838.8291661607661
377255,1,916.2216393200201
312835,1,918.1044936165931
320170,1,542.6131490499256
358031,1,860.6933030903922
378514,1,905.9013499217828
380966,1,672.5064940051019
111552,1,843.8079041760533
48643,1,697.287294049134
14794,1,907.6307783295965
111755,1,903.989620997945
110526,1,913.7352456431271
45365,1,964.5846271744458
111464,1,684.2649023164864
14594,1,603.3845946794514
108560,1,531.2866984016084
1285,1,964.2824265688104
153396,1,21.54788612809366
154754,1,1.7094653802029605
152635,1,458.0405914850577
176753,1,246.54368169065677
153042,1,6.033514388297743
153296,1,31.95618985117799
151761,1,231.36887882281917
153418,1,137.13254346312047
155204,1,503.11131858404804
152044,1,376.6724013985687
212450,1,106.30364975713398
229326,1,324.316818012475
167298,1,652.5821030906818
153451,1,533.6860909785445
171828,1,693.5666345691092
223249,1,843.5556859759556
220739,1,898.2798752425743
220642,1,902.6024522294904
227493,1,913.7182191746842
218068,1,859.4695580085399
214367,1,916.7184150593656
32240,1,109.12899064125631
3530,1,124.31604309101306
4143,1,68.40485078032566
14294,1,133.69590416338178
28769,1,134.37640262097403
19627,1,237.34859084470352
23220,1,153.78139452893464
17439,1,171.6468035175859
714,1,249.62544861031898
26640,1,242.37227277924887
254451,2,18.322028561535134
151635,2,247.4985804653448
153125,2,134.28154828128783
176269,2,183.507976709386
251407,2,127.10111936114487
208894,2,229.509302272875
211230,2,226.41438537210135
204923,2,432.9586179962841
250318,2,160.89793540020875
11661,2,912.7358716273438
75675,2,912.305196647983
68893,2,538.4860401594191
254292,2,692.79248284748
218719,2,620.3541184480955
256850,2,922.4509400795604
165077,2,651.9669313205085
251145,2,644.061273809899
257337,2,922.7940372803715
247319,2,854.1793411192165
78693,2,319.213110417905
2115,2,72.85961951824055
14082,2,255.61929084287996
13307,2,155.10733430866756
112690,1,1278.466123477431
91987,1,1141.0058456970905
109602,1,1334.6010162767184
32367,1,1140.8314039921077
175747,1,1132.2724801255447
213379,1,1278.3917018624034
205364,1,1187.3158167983486
173048,1,1156.1611152992493
216974,1,1126.4088500295354
224444,1,1126.0564445668267
214225,1,1322.1932340950902
228407,1,1149.8470361598534
224096,1,1204.3102281985452
226015,1,1317.5342451561205
354800,2,1136.492342588791
347862,2,1129.5969954234179
356218,2,1199.493864426641
352277,2,1196.164708863428
353134,2,1135.0894199636887
358091,2,1151.8307440365754
347453,2,1128.3687912596026
295697,1,1323.0736865645588
377024,1,1149.6070439402547
380888,1,1120.038991027783
351540,1,1148.8700353846687
376845,1,1209.8370199459903
