EF48,TAETIGKEITSSCHLUESSEL4,B52
546.3737908646661,2,1132.7679889132444
533.7552417335212,2,1123.6024557684582
767.8108265474741,2,1198.1206317405565
547.6696714267101,2,1138.83869092902
463.0940709086579,2,1148.7178894572446
545.4573534450417,2,1121.1460383566052
1271.256683618373,2,1139.3434535001172
1248.7057858015705,2,1174.9461082593093
1252.2981397060198,2,1122.9036178574934
1255.5917688818301,2,1151.8653784950473
1251.2066047877952,2,1134.8146303626718
1375.228794859055,2,1129.8166568442796
1265.136831146966,2,1139.2915510366981
1407.656518861063,2,1122.42152452148
1263.3957250026913,2,1204.865534018671
1263.1463441156106,2,1140.1049262477486
1622.9167880972066,1,3.5847984517823512
1672.9064676052062,1,369.7466977338533
1270.7655929008063,1,356.260227146232
1322.0857168203268,1,31.23338108924827
1375.4839569808005,1,147.2596073526063
1349.439268013122,1,171.45449293182884
1724.9909432274042,1,496.68360242752937
1609.47244151644,1,9.066734199407488
1277.421817678101,1,251.3277200542435
1767.9801337394233,1,478.2157246177842
1251.0831582769333,1,30.428244166170774
1295.5264460613032,1,172.5517580004547
1584.7784467705494,1,23.26082983625604
1832.2605294570099,1,398.5778741067506
1558.7446501272002,1,315.9115311991607
264.0738895147765,1,240.77088778502048
294.2664491833418,1,230.8291661607661
67.3124270495556,1,244.2216393200201
326.0120684629954,1,22.104493616593064
113.33315497989311,1,94.61314904992554
118.56142477267582,1,28.69330309039217
282.28395522998403,1,9.901349921782721
688.1491422316049,1,240.25324700255095
103.50068296787093,1,151.61580835210663
510.01357113459494,1,252.64364702456697
732.8962257002123,1,11.630778329596573
745.0868539141934,1,7.989620997945064
479.4861491621047,1,99.47049128625409
561.2083766140688,1,4.584627174445814
742.8134415948961,1,172.26490231648643
92.50496645728003,1,13.692297339725723
528.1259171226125,1,841.6433492008042
514.509908062631,1,900.2824265688104
686.4097864598114,1,853.5478861280936
562.0409854240149,1,961.7094653802029
720.9264136601146,1,650.0405914850577
562.4415494906068,1,918.5436816906567
535.2942297520246,1,902.0335143882977
795.2538896465619,1,863.956189851178
451.2811238858723,1,903.3688788228192
477.1588779674053,1,649.1325434631204
825.0724750505927,1,923.555659292024
1251.8493356171587,1,924.3362006992843
1839.471356220813,1,981.151824878567
1839.9519737702528,1,962.1584090062375
1827.3776459359713,1,838.2910515453409
1339.367964023762,1,842.8430454892722
1263.6032217642332,1,986.7833172845546
1268.033288560767,1,971.5556859759556
1263.130894895228,1,834.2798752425743
1595.770670552211,1,838.6024522294904
1649.2912023947003,1,977.7182191746842
2067.828798181757,1,694.9391160170799
2053.3722415788097,1,852.7184150593656
2110.968903904194,1,854.5644953206281
2054.895556376188,1,862.1580215455066
520.0925596183461,2,68.40485078032566
475.91937710214927,2,69.69590416338178
504.19096378320444,2,70.37640262097403
550.3345610718443,2,154.69718168940702
557.3533169004551,2,153.78139452893464
482.0610689117868,2,245.82340175879295
258.78988248855086,2,25.625448610318976
500.03280279418266,2,914.3722727792489
481.95298923989344,2,914.3220285615351
258.6022944551736,2,686.9971609306896
472.57907323365225,2,963.1407741406439
496.5537915039858,2,987.753988354693
470.0619146158825,2,575.1011193611448
495.99292467107773,2,523.01860454575
761.1172592518851,2,962.4143853721014
544.4816161112818,2,920.4793089981421
529.8077008154097,2,912.4489677001044
534.7754729778778,2,673.4717432546877
1257.9016371439611,2,16.305196647983106
1251.2786179147938,2,13.243020079709545
1264.6656145570848,2,180.79248284748002
1259.1866498711768,2,172.35411844809556
1269.6615474575601,2,250.45094007956035
1250.417732722202,2,229.98346566025424
1258.5178441033047,2,226.03063690494955
1835.3058469034675,2,181.58807456074317
1825.5227000299749,2,172.35868223843298
1830.4246120950138,2,190.42622083581
1672.2653602191688,2,456.85961951824055
1261.752273999007,2,31.619290842879966
1587.98076240461,2,301.55366715433377
1632.7850052021886,2,318.4661234774309
1767.3279684727825,2,245.00584569709048
1260.1347900241994,2,429.20203255343694
1279.60909978423,2,425.66280798421525
110.51533389602682,1,1260.2724801255447
259.0238226521041,1,1278.3917018624034
324.41192241531286,1,1265.6579083991742
327.9433348982784,1,1314.0805576496248
287.11705202717565,1,1126.4088500295354
694.3674406608623,1,1318.0564445668267
772.8166775839704,1,1172.3864681901807
572.2174260232397,1,1149.8470361598534
811.3765342788106,1,1146.1551140992726
818.8721478471189,1,1125.5342451561205
809.9389053078175,1,1136.492342588791
462.83949496679077,1,1171.193990846836
1271.7393406621618,1,1271.7469322133204
1088.1668198798766,1,1270.0823544317138
1265.7164745549405,1,1135.0894199636887
1389.5861730975055,1,1279.8307440365754
1254.6205826742848,1,1128.3687912596026
1027.067825656838,1,1259.0736865645588
1283.011204056231,1,1211.2140878805096
1343.3879086201985,1,1152.077982055566
