EF21,TAETIGKEITSSCHLUESSEL4,TAETIGKEITSSCHLUESSEL5
83135,2,3
11138,2,3
114663,2,3
111061,2,3
7728,2,3
110778,2,3
23814,2,3
196969,2,3
215192,2,3
216878,2,3
198249,2,3
225181,2,3
205382,2,3
212948,2,3
204490,2,3
204362,2,3
207733,2,3
197748,2,3
355719,2,1
349450,2,1
356285,2,1
352952,2,1
351870,2,1
353468,2,1
359127,2,1
357373,2,1
345642,2,1
346051,2,1
307399,1,3
311829,1,3
300734,1,3
296978,1,3
304708,1,3
296607,1,3
353025,1,3
320170,1,3
322847,1,3
301640,1,3
380966,1,3
315136,1,3
31750,1,1
14794,1,1
21036,1,1
16120,1,1
25194,1,1
19872,1,1
14594,1,1
8256,1,1
1285,1,1
226119,1,1
247849,1,1
213940,1,1
248260,1,1
220461,1,1
224515,1,1
199967,1,1
226466,1,1
255050,1,1
204491,1,1
259978,1,1
261947,1,1
167298,1,1
171439,1,1
171828,1,1
174097,1,1
171587,1,1
171490,1,1
155177,1,3
152821,1,3
151895,1,3
155582,1,3
151993,1,3
152069,1,3
153338,1,3
178224,1,3
173653,1,3
175450,1,3
172559,1,3
164197,1,3
177160,1,3
172531,1,3
164173,1,3
170132,1,3
112710,1,3
109319,1,3
112639,1,3
113807,1,3
110653,1,3
108775,1,3
109411,1,3
109030,1,3
107335,1,3
110762,1,3
109359,1,3
112041,1,3
197845,2,1
201993,2,1
208185,2,1
198167,2,1
203186,2,1
2115,2,1
110016,2,1
78843,2,1
24776,2,1
45993,2,1
12426,2,1
48951,2,1
375311,1,1
329228,1,1
362706,1,1
364514,1,1
343611,1,1
373488,1,1
332612,1,1
389342,1,1
372097,1,1
379773,1,1
370625,1,1
342875,1,1
356218,2,3
352277,2,3
353134,2,3
358091,2,3
347453,2,3
295697,2,3
295682,2,3
311139,2,3
309865,2,3
294967,2,3
