EF41,TAETIGKEITSSCHLUESSEL4,B52
37,2,1132.7679889132444
40,2,1159.2049115369166
35,2,1143.0603158702784
34,2,1138.83869092902
36,2,1209.4357789144894
53,2,1121.1460383566052
45,2,1139.3434535001172
32,2,1174.9461082593093
53,2,1122.9036178574934
36,2,1215.7307569900945
46,2,1181.6292607253438
52,2,339.6333136885592
51,2,358.5831020733964
51,2,324.8430490429598
53,2,250.4327670093355
54,2,424.2098524954972
55,2,227.58479845178235
53,2,24.87334886692665
51,2,484.260227146232
54,2,446.46676217849654
55,2,403.2596073526063
53,2,309.7272464659144
50,2,496.68360242752937
53,2,233.06673419940748
51,2,566.655440108487
53,2,670.2157246177842
53,2,700.8564883323415
52,2,620.5517580004547
60,2,558.5216596725121
60,2,526.5778741067506
60,2,567.8230623983214
52,1,16.77088778502047
54,1,461.6583323215322
54,1,20.22163932002011
51,1,428.2089872331861
53,1,15.306574524962773
51,1,185.38660618078433
52,1,9.901349921782721
51,1,352.5064940051019
52,1,407.6158083521066
52,1,441.28729404913395
40,1,907.6307783295965
41,1,903.989620997945
45,1,849.7352456431271
45,1,836.5846271744458
45,1,982.1324511582432
45,1,973.6922973397258
45,1,841.6433492008042
45,1,836.2824265688104
40,1,981.5478861280936
41,1,961.7094653802029
40,1,965.0202957425288
41,1,982.5436816906567
40,1,902.0335143882977
40,1,927.956189851178
36,1,334.73775764563834
40,1,73.13254346312047
45,1,27.555659292024007
40,1,252.33620069928435
41,1,170.303649757134
41,1,226.1584090062375
40,1,230.2910515453409
36,1,10.843045489272221
45,1,26.7833172845546
45,1,11.55568597595559
46,1,324.55975048514875
40,1,141.20490445898085
59,1,675.4364383493684
50,1,859.4695580085399
52,1,617.4368301187311
59,1,854.5644953206281
56,1,862.1580215455066
20,1,226.20242539016283
18,1,133.69590416338178
20,1,134.37640262097403
18,1,154.69718168940702
18,1,236.89069726446732
18,1,245.82340175879295
18,1,249.62544861031898
20,1,242.37227277924887
18,1,164.64405712307027
18,1,174.9971609306896
20,1,134.28154828128783
20,1,859.753988354693
18,1,927.5505596805724
20,1,901.509302272875
20,1,834.4143853721014
20,1,984.4793089981421
20,1,976.4489677001044
20,1,848.7358716273438
18,1,912.305196647983
18,1,909.2430200797096
20,2,858.39624142374
18,2,918.1770592240478
20,2,986.4509400795604
20,2,965.9834656602543
18,2,834.0306369049496
20,2,922.7940372803715
20,2,982.1793411192165
20,2,126.42622083580999
20,2,72.85961951824055
18,2,191.23858168575993
20,2,13.553667154333777
18,2,254.46612347743093
18,2,245.00584569709048
18,2,246.60101627671847
20,2,169.66280798421525
18,2,12.27248012554475
46,1,1342.3917018624034
45,1,1187.3158167983486
45,1,1156.1611152992493
36,1,1126.4088500295354
45,1,1164.1128891336534
36,1,1130.1932340950902
41,1,1211.694072319707
47,1,1338.1551140992726
47,1,1253.5342451561205
37,1,1328.492342588791
60,1,1257.5969954234179
58,1,1143.7469322133204
60,1,1196.164708863428
60,1,1263.0894199636887
59,1,1279.8307440365754
60,1,1128.3687912596026
20,2,1131.0736865645588
20,2,1211.2140878805096
20,2,1120.038991027783
20,2,1209.7400707693373
18,2,1148.918509972995
20,2,1178.634136439543
20,2,1163.6954502587892
