EF10,TAETIGKEITSSCHLUESSEL4,B52
2,2,1094.3839944566223
2,2,1089.801227884229
2,2,1099.5301579351392
2,2,1097.41934546451
2,2,1102.3589447286224
2,2,1088.5730191783027
2,2,1097.6717267500585
2,2,1093.7365270648272
2,2,1089.4518089287467
2,2,1103.9326892475235
2,2,1131.703657590668
2,2,1130.4541642110698
2,2,1132.8228877591746
2,2,1128.60538113037
2,2,1134.6081917523338
2,2,1133.0262315619373
2,2,1128.8961996129456
2,2,1150.2183372167317
2,2,1148.532528393279
2,2,1079.8083452723122
2,2,1074.4074509190757
2,2,1077.4318116164786
2,2,1078.0854503034411
2,2,1074.266683549852
2,2,1062.8319300135609
2,2,1059.776965577223
2,2,1063.6070610415427
2,2,1158.7844848750285
2,2,1158.907603729532
2,2,1156.911117131672
2,2,1159.488941399895
2,2,1158.0963609731275
2,2,1156.8536457700957
2,2,1194.5277049150025
2,2,1194.763061702074
2,2,1193.9133218156203
2,2,1195.586662886299
2,2,1157.237668740223
2,2,1158.0316558753188
2,2,1274.9519760440132
2,2,1279.1609117561418
2,2,1274.9076945823992
2,2,1273.9974052494863
2,2,1276.4338114107818
2,2,1273.1461567936115
2,2,1277.5331127895608
2,2,1275.4230743349315
2,2,1274.4108373002011
2,2,1273.0706066422026
2,2,1277.3869715320234
2,2,1272.4273663450508
2,2,1273.2550739356323
2,2,1333.6359204226642
2,2,1340.7541892985373
2,2,1335.9890474627946
2,2,1329.8422197057048
2,2,1340.570783966445
2,2,1343.444457411503
2,2,1343.5420250874106
2,2,1333.2879562196417
2,2,1340.2698011257796
2,2,1292.7863814431676
2,2,1341.355380686159
2,2,1343.3479146605694
2,2,1314.7222303734973
2,2,1297.1399376212871
2,2,1292.8253065286863
2,2,1294.2147773968354
2,2,1295.4336947510674
1,2,258.5898018824207
1,2,265.41028095753927
1,2,287.0790107727533
1,2,273.1012126950814
1,2,336.7119880204227
1,2,336.7970503276218
1,2,339.3371477111759
1,2,339.2226743161168
1,2,341.4558504396982
1,2,342.40636215257973
1,2,340.5930681948122
1,2,340.58050714038376
