EF10,TAETIGKEITSSCHLUESSEL4,B52,TAETIGKEITSSCHLUESSEL5
2,2,1107.191997228311,3
2,2,1111.9763533184343,3
2,2,1117.7467849682848,3
2,2,1102.3589447286224,3
2,2,1099.6283418091866,3
2,2,1103.7188848339417,3
2,2,1128.7259044643733,3
2,2,1128.8016511969488,3
2,2,1277.289586654428,3
2,2,1276.8228877591746,3
2,2,1275.8489312506729,3
2,2,1268.6595945303543,3
2,2,1156.4480998064728,3
2,2,1194.8456991126009,3
2,2,1193.6447299840552,3
2,2,1157.203725459538,3
2,2,1275.8119339517127,3
2,2,1343.638986568846,3
2,2,1343.4159650067804,3
2,2,1340.3853947846167,3
2,2,1333.7015694482102,3
2,2,1333.815207459064,3
2,2,1340.710770316475,3
2,2,1328.2174800356102,3
2,2,1156.8536457700957,2
2,2,1158.1878771394686,2
2,2,1158.4161059678022,2
2,2,1231.173325772598,2
2,2,1194.0186427789506,2
2,2,1192.3927381111596,2
2,2,1195.5804558780708,2
2,2,1261.1358567392742,2
2,2,1129.8977728283025,2
2,2,1145.1461567936115,2
2,2,1147.56312080716,2
2,2,1148.472618413166,2
2,2,1129.0706066422026,2
2,2,1150.255123178002,2
2,2,1134.4360509448509,2
2,2,1133.6359204226642,2
2,2,1131.4067362058202,2
2,2,1093.8708737536797,1
2,2,1057.14156793289,1
2,2,1056.9623339042896,1
2,2,1149.7809870027756,1
2,2,1144.5396022515595,1
2,2,1131.710497751485,1
2,2,1099.8955197490714,1
2,2,1058.8889214939888,1
2,2,1193.8678334547567,1
2,2,1133.439235619133,1
2,2,1134.867389502135,1
2,2,1135.8711129880242,1
2,2,1151.0379976474965,1
1,2,336.5506063475407,4
1,2,351.02387047290057,4
1,2,341.7637421820578,4
1,2,339.2226743161168,4
1,2,336.1743676555344,4
1,2,274.2161190494093,4
1,2,265.14512678509595,4
1,2,331.07238415420653,4
1,2,338.7958771778672,4
1,2,265.9719099800358,4
1,2,485.7849143516214,4
1,2,484.34593442821335,4
1,2,485.02806048125655,4
1,2,484.61885232149757,4
1,2,486.9814275656543,4
1,2,487.64976508898377,4
1,2,485.3538467160975,4
1,2,484.13886643399945,4
1,2,200.5076592262374,4
1,2,200.76135001498744,4
1,2,205.82229526130962,4
1,2,201.10745243978008,4
1,2,203.2487976502881,4
1,2,202.91807978210974,4
1,2,205.25146142427263,4
1,2,207.90227494605747,4
1,2,201.4226767978485,4
1,2,207.5979254656008,4
1,2,204.4964584311424,4
1,2,27.39158057934944,4
1,2,57.514111141706664,4
1,2,63.52717825290497,4
1,2,59.02002468218853,4
1,2,57.383561289030155,4
1,2,57.854936870848846,4
1,2,25.984345740180366,4
1,2,683.0411772158569,4
1,2,710.849135818594,4
1,2,709.9356057955035,4
1,2,706.7684216411396,4
1,2,653.9808721443812,4
1,2,653.5478431927581,4
1,2,655.6148137466243,4
1,2,652.591756014057,4
1,2,709.3039025490308,4
1,2,706.3663807851594,4
1,2,706.6321442309762,4
1,2,706.7754433065622,4
1,2,682.7614262329231,4
1,2,686.4515560104319,4
1,2,706.8467327225472,4
1,2,708.594818797602,4
1,2,708.8074951735489,4
1,2,707.3950883028185,4
1,2,877.5864302344906,4
1,2,866.7562335038159,4
1,2,867.5687323737782,4
1,2,877.439576125554,4
1,2,867.0335641696894,4
1,2,871.4799104432994,4
2,2,74.12640556568496,4
2,2,64.62048645429068,4
2,2,113.93901548011823,4
2,2,46.024063706579994,4
2,2,62.41219535485103,4
2,2,60.518849421953995,4
2,2,63.656350324975996,4
2,2,63.899081279988515,4
2,2,45.68107188866623,4
2,2,45.4134611934811,4
2,2,315.8740285360262,4
2,2,309.72312551670865,4
2,2,302.89689167221064,4
2,2,301.719410368736,4
2,2,313.84464791730863,4
2,2,496.02588125472556,4
2,2,497.64189866210904,4
2,2,487.89585048823346,4
2,2,485.3901014077988,4
2,2,503.1792160014658,4
2,2,496.1470364176804,4
2,2,495.2960086986217,4
2,2,876.4481877814419,4
2,2,866.2569379363807,4
2,2,869.135653283793,4
2,2,876.0376348477764,4
2,2,879.489269980379,4
2,2,879.52834210731,4
2,2,867.2489177607125,4
2,2,864.719959669964,4
2,2,998.770581307212,4
2,2,995.6498409824917,4
2,2,993.5261622590417,4
2,2,999.8046371541844,4
2,2,997.8800182466665,4
2,2,993.1252753299752,4
2,2,999.3420845850305,4
2,2,765.0744509067578,4
2,2,752.8980300351157,4
2,2,704.2490094308536,4
2,2,730.6512509099541,4
2,2,765.7510164545573,4
2,2,721.3648579873885,4
2,2,715.7195760991181,4
2,2,671.4087541875673,4
2,2,677.2766890235157,4
2,2,677.1851492629185,4
2,2,678.2522123895926,4
2,2,686.5065460651346,4
2,2,670.7778450024012,4
2,2,670.4321732524119,4
1,2,485.05483569908216,1
1,2,484.80057837376586,1
1,2,428.47484751858747,1
1,2,429.438543291411,1
1,2,342.43705582762817,1
1,2,336.31267516466136,1
1,2,338.45118450120316,1
1,2,361.2921399053225,1
1,2,363.6808861315421,1
1,2,362.9614383630753,1
1,2,343.0523450351174,1
1,2,362.0278834624209,1
1,2,361.6015776489174,1
1,2,203.71514531829445,1
1,2,200.22675032019163,1
1,2,200.50982500161146,1
1,2,82.85080774754786,1
1,2,431.9029830404431,2
1,2,487.7712299598654,2
1,2,486.9103689259046,2
1,2,475.56636894859577,2
1,2,465.6692557146927,2
1,2,478.0390898489231,2
1,2,447.0436935572929,2
1,2,446.5663656897343,2
1,2,485.1096554290773,2
1,2,485.14725157411556,2
1,2,485.61736772009584,2
1,2,243.351679337527,3
1,2,201.67208623664482,3
1,2,203.74857574604158,3
1,2,240.93653222447324,3
1,2,246.76652630018904,3
1,2,243.0076296737695,3
1,2,242.2256703562624,3
1,2,485.88891261933753,3
1,2,481.0767157871494,3
1,2,487.5440384299326,3
1,2,487.171212292923,3
1,2,487.1856456972911,3
1,2,486.63335401767,3
1,2,107.58506045041881,2
1,2,115.45396429623663,2
1,2,115.39103578554746,2
1,2,117.53161425150067,2
1,2,115.49574750986993,2
1,2,119.01238886070374,2
1,2,108.61642251436558,2
1,2,109.40475767586808,2
1,2,104.42011632410167,2
1,2,107.27656924941591,2
1,2,117.38881705379156,2
1,2,126.26886763914456,2
1,2,124.1338774149664,2
1,2,127.23264994943446,2
1,2,792.5913613920953,2
1,2,832.0489679358142,2
1,2,806.0215523536402,2
1,2,787.7002807296549,2
1,2,797.0537175201196,2
1,2,984.779366741713,2
1,2,988.7476203888149,2
1,2,985.1344634997349,2
1,2,984.9388800891919,2
1,2,990.4379897333248,2
1,2,987.4938522671389,2
1,2,986.9104304984498,2
1,2,984.4565656440362,2
1,2,991.0874769669782,2
1,2,809.9148352817467,3
1,2,855.2248867490475,3
1,2,849.2832739817084,3
1,2,864.2937079815616,3
1,2,815.4007147571058,3
1,2,800.5627183714407,3
1,2,772.5059185695033,3
1,2,809.1121235893879,3
1,2,789.635225871552,3
1,2,781.2168153454196,3
1,2,865.8208561988082,3
1,2,881.5380625491191,3
1,2,677.0407713864117,3
1,2,555.4289406778239,3
1,2,727.5197486234424,3
1,2,722.3740987711585,3
1,2,556.7620475703717,3
1,2,654.8013962338008,3
1,2,625.6217871651256,3
1,2,708.690432295269,3
1,2,671.3473429015679,2
1,2,670.5799144241212,2
1,2,671.6113598719664,2
1,2,678.3646130844406,2
1,2,679.6795553800786,2
1,2,908.3559474747175,1
1,2,904.4009163803254,1
1,2,905.7374530043944,1
1,2,907.1469514375726,1
1,2,909.2876169683399,1
1,2,905.5538998584151,1
1,2,822.9424907991139,1
1,2,908.7049270180299,1
1,2,909.8792082379686,1
1,2,877.6843085757199,1
1,2,876.7532145061962,1
1,2,820.352666952215,1
1,2,911.800337231089,1
1,2,707.879267370419,1
1,2,727.1375246172789,1
1,2,723.4279245051912,1
1,2,727.2121090157902,1
1,2,744.5209955701017,1
1,2,737.4606646826237,1
1,2,705.0106192204071,1
1,2,711.0914413379248,1
1,2,707.6249511067598,1
1,1,1253.4784149174818,2
1,1,1214.960784160778,2
1,1,1225.0550217227392,2
1,1,1157.3935737296458,2
1,1,1158.8515912826645,2
1,1,1194.1315282871456,2
1,1,1253.5713632706136,2
1,1,1141.694862344722,2
1,1,1142.0085964445655,2
1,1,1140.654760381281,2
1,1,1277.6291316267361,3
1,1,1279.3371808432814,3
1,1,1257.3613170149745,3
1,1,1261.1033287290336,3
1,1,1261.2656545527984,3
1,1,1273.412219414303,3
1,1,1279.8084767715798,3
1,1,1273.8273144462387,3
1,1,1278.2875430887395,3
1,1,1272.8224294940906,3
1,1,1274.8955750346693,3
1,1,1271.9449471657178,3
1,1,1268.506527881765,3
1,1,1331.8502389579637,3
1,1,1343.771640074129,3
