EF41,TAETIGKEITSSCHLUESSEL4,B52,TAETIGKEITSSCHLUESSEL5
60,2,1203.0719556529775,3
56,2,1279.6216530949482,3
61,2,1207.8971189851127,3
57,2,1263.179472364311,3
59,2,1229.8141709045933,3
50,2,1135.8594424169708,3
50,2,1128.7259044643733,3
59,2,1256.8016511969488,3
60,2,1038.644793327214,3
51,2,1076.8228877591746,2
51,2,1075.8489312506729,2
50,2,1076.6595945303543,2
50,2,1048.8961996129456,2
50,2,1053.6913982252015,2
50,2,1075.2894599681106,2
51,2,1074.4074509190757,2
58,2,1131.8119339517127,2
58,2,1135.277973137692,2
62,2,1078.8319300135609,2
59,2,1128.7707895692333,2
49,2,1118.850784724105,2
49,2,1118.907603729532,2
51,2,1073.42154063295,2
47,2,1128.2174800356102,2
47,2,1129.7072915401916,2
39,2,1260.3757542789372,2
39,2,1124.8322119356044,2
41,2,1135.173325772598,2
41,2,1132.0372855579012,2
47,2,1128.7854762223192,2
40,2,1135.1609117561418,2
18,2,1229.1358567392742,2
21,2,1225.8977728283025,2
21,2,1225.1461567936115,2
17,2,1157.78156040358,2
17,2,1158.236309206583,2
18,2,1129.0706066422026,2
18,2,1230.255123178002,2
18,2,1230.4360509448509,2
18,2,1099.2718408453284,3
18,2,1094.8134724116405,3
18,2,1074.93543687684,3
18,2,1090.2831358657802,3
18,2,1089.9246678085794,3
18,2,1158.8904935013877,3
18,2,1156.2698011257796,3
22,2,1075.710497751485,3
20,2,1061.9477598745357,3
20,2,1058.8889214939888,3
18,2,1043.7356669095132,3
18,2,1045.439235619133,3
51,2,1078.867389502135,1
53,2,1047.8711129880242,1
50,2,1063.0379976474965,1
44,2,1201.1012126950814,1
41,2,1135.0238704729006,1
46,2,1243.5274843641157,1
50,2,1227.2226743161168,1
50,2,1144.1743676555345,1
50,2,1057.1080595247047,1
34,2,1148.5805071403838,1
58,2,1206.144768308413,1
40,2,1130.7958771778672,1
41,2,1151.887639920143,1
20,2,1079.1396574064856,1
30,2,1090.7674754257066,1
18,2,1044.1122419250262,1
30,2,1130.4754092859903,1
21,2,1131.9257102626173,1
30,2,1046.599060355935,1
50,2,362.707693432195,4
50,2,360.27773286799885,4
62,2,486.12691480655934,4
62,2,444.3806750074937,4
62,2,446.9111476306548,4
59,2,337.10745243978005,4
57,2,387.2487976502881,4
49,2,493.4590398910549,4
49,2,494.6257307121363,4
62,2,423.9022749460575,4
40,2,57.4226767978485,4
40,2,63.59792546560081,4
35,2,28.4964584311424,4
35,2,107.39158057934944,4
32,2,57.514111141706664,4
32,2,63.52717825290497,4
47,2,27.020024682188527,4
37,2,57.383561289030155,4
37,2,57.854936870848846,4
42,2,161.98434574018037,4
43,2,61.520588607928474,4
47,2,30.849135818594096,4
47,2,29.93560579550356,4
35,2,202.7684216411397,4
