EF48,TAETIGKEITSSCHLUESSEL4,EF16U2,EF41,TAETIGKEITSSCHLUESSEL5,PERSONENGRUPPE
705.8648339823071,1,3,14,1,101
116.3908395140521,2,3,14,1,101
719.4864799114331,1,3,14,1,101
704.2793208742753,2,3,14,1,101
307.7479658707862,2,3,14,3,101
1167.2606197291009,1,7,16,1,101
304.6898681347692,2,7,14,1,101
708.9836210161368,2,5,16,1,101
95.25732808059634,1,6,14,3,101
331.95227560333797,2,7,16,2,101
708.6258884022471,2,3,14,1,101
716.6997234379571,1,3,17,1,101
733.529758139025,1,3,14,1,101
1100.8066177964176,1,6,17,1,101
241.07279249432338,2,3,16,3,101
306.01164625726665,2,3,17,1,101
116.07821922883356,1,3,16,1,101
306.04322585905874,2,1,18,2,101
1246.2650266510173,2,1,16,1,101
1242.0281393946918,2,4,18,1,101
889.3050323708864,2,1,17,2,101
727.580017089844,1,6,18,2,101
1831.6816548424897,1,1,17,3,101
727.580017089844,1,6,18,2,101
307.13560644603245,1,1,17,1,101
1232.302574493853,1,1,18,4,101
894.6872679508923,2,6,18,2,101
1164.205455209133,1,6,18,4,101
1166.0581324220318,2,4,18,1,101
1829.6678003825205,2,6,18,3,101
2205.4928827848885,1,5,18,2,101
89.12259894508175,2,6,18,4,101
1823.7219140704492,2,6,18,3,101
1510.7698965209092,1,4,18,2,101
1241.8439401865708,1,5,18,4,101
2201.944303909489,1,1,18,2,101
1057.0605758255363,1,6,18,1,101
599.2288865632686,1,6,19,4,101
1324.775964667673,1,4,18,4,101
1707.422596930812,1,4,20,3,101
466.26377547127544,2,2,18,3,101
1161.2370080213716,2,5,20,4,101
1240.4061158905356,1,7,18,4,101
1100.0156248447831,1,2,20,4,101
331.87466283234534,2,2,18,1,101
107.37870513768245,1,7,20,2,101
514.030432049756,2,5,18,3,101
727.580017089844,1,5,20,2,101
1865.9122573637985,2,2,19,1,101
286.15293028169475,2,5,20,4,101
1098.7278293302597,2,2,19,4,101
88.0395529468245,2,4,20,3,101
113.74281131816139,1,2,20,3,101
1057.5377588194121,2,5,20,1,101
1178.0182573515465,1,2,20,3,101
1178.830783082111,1,2,20,3,101
1813.9633916014695,1,2,20,3,101
1683.7507278341222,2,4,20,3,101
1208.6658436860225,1,7,20,3,101
2205.421491359656,1,2,20,3,101
1063.6460696479835,1,2,20,1,101
1178.7029306388897,2,2,20,3,101
1819.665367575394,2,4,20,3,101
1201.2339190550779,1,4,20,3,101
920.9540351926651,2,2,20,3,101
1168.179012075106,1,5,20,3,101
1845.3884194483276,2,7,20,3,101
1840.078950865339,1,5,20,3,101
91.38611810854508,1,4,20,1,101
501.90177546488843,2,2,20,3,101
1168.5249172111298,1,4,20,1,101
1684.178622585068,2,2,20,3,101
406.2109049739402,2,7,20,1,101
95.13093534164054,1,2,20,3,101
1169.0091646848143,2,5,21,3,101
2179.989930646202,2,4,20,2,101
452.50670764878,2,5,21,4,101
307.63963707306743,2,5,20,4,101
1681.5768214220295,2,7,21,1,101
305.76684468035984,2,3,21,3,101
1829.3588282543435,2,3,21,3,101
2178.577271234722,2,5,21,3,101
1826.280062659326,2,3,21,3,101
1175.0026335814814,2,3,21,3,101
352.1172394992404,1,3,21,3,101
1830.2761347090307,1,5,21,3,101
1827.8078135231538,2,2,21,3,101
1824.6314105538638,2,3,21,3,101
1650.8416128696783,2,3,21,1,101
1826.9660374658426,2,3,21,3,101
1683.5782713959798,2,3,21,1,101
1300.577409716145,2,7,21,4,101
91.67949297008087,1,3,24,4,101
535.8876563365322,2,2,21,4,101
89.5601288574621,1,7,24,3,101
1409.6328077753235,1,3,21,4,101
1830.5833475632,2,7,24,3,101
2188.5000641126603,2,7,22,3,101
533.997265151916,2,7,25,3,101
1297.5997209191164,2,6,24,4,101
529.8578703953868,2,3,25,4,101
1498.4794116774638,2,6,24,2,101
1501.5843159765134,1,3,26,2,101
1831.9897253937795,1,3,24,3,101
306.41102037030964,1,5,26,4,101
2194.339134264253,2,6,25,3,101
852.7014552039865,1,6,27,2,101
2102.6227995758572,1,3,25,3,101
1416.7773845539302,2,5,28,2,101
1249.7273997247667,2,3,25,4,101
344.76259465953945,1,5,28,2,101
2201.5760252123473,2,4,26,4,101
2166.703886013664,2,1,28,3,101
2168.3070716737134,1,5,26,3,101
655.0673266699907,2,1,29,4,101
2178.81312258533,1,4,26,2,101
2092.361951287765,1,1,29,2,101
2258.3767245389117,2,4,27,3,101
645.9707280459029,2,1,29,4,101
2190.3963688070758,1,1,27,3,101
961.6070633794577,1,1,30,4,101
2202.865061758846,1,1,27,3,101
1494.0285959780988,1,1,30,4,101
2189.4776487497375,1,1,27,2,101
2048.4492585112116,1,6,30,3,101
920.8883364271231,1,4,29,3,101
552.4830517703073,1,6,30,2,101
496.8038935457081,1,3,30,3,101
559.2045654273431,2,7,30,2,101
2110.545424047073,1,6,30,3,101
1864.641886530648,2,7,29,1,146
2077.483946500717,2,7,30,3,101
684.8636164446082,1,5,29,2,158
1846.6903989183834,2,3,30,1,101
1162.6815156784205,1,4,30,1,159
733.7007849813224,2,5,30,2,101
2118.6731800578154,2,5,22,3,164
2181.9165959507222,1,5,19,4,151
1316.3717219237542,2,5,21,1,193
734.2874434990426,2,5,20,3,249
110.01259376504952,2,5,26,3,213
1316.1917471789548,2,5,21,1,249
2054.2935993742476,1,6,32,2,101
925.5085962701584,1,6,33,1,101
2054.8719745661697,1,1,32,2,101
1297.6216765611048,1,1,34,4,101
2053.44776743261,2,1,32,2,101
924.4662848926681,2,1,34,1,101
933.9509971627283,1,1,32,2,101
2055.5704440538925,1,2,35,2,101
970.3621250141254,2,2,32,4,101
970.3621250141254,1,2,35,4,101
2054.8719745661697,1,2,32,2,101
197.22754833049308,1,2,35,3,101
530.8970701903319,2,2,33,4,101
334.2504616291365,1,2,35,2,101
2178.0549827850327,1,1,33,2,101
1860.5743001575602,2,2,35,1,101
636.6715957253126,1,2,33,4,101
1096.542260669184,2,2,35,2,101
1810.7446334417568,2,6,34,1,101
1872.4211841187323,2,2,35,1,101
930.0654563154911,2,1,34,2,101
1097.5760290040216,2,1,35,2,101
1298.0351825315822,2,2,35,4,101
515.1615610470706,2,5,36,3,101
311.4506523489341,2,5,35,2,101
514.6213690625602,2,3,36,3,101
1296.8222821293261,2,5,35,4,101
1301.3881287413856,2,3,36,4,101
198.8959490436188,1,3,36,2,101
1932.480438048791,1,5,36,1,101
640.9114386184057,1,3,36,4,101
642.1658782693304,1,5,36,4,101
200.41476686022747,1,5,36,2,101
1814.5830594280756,1,5,36,1,101
2187.1257833318978,1,5,37,2,101
2211.9164088478883,2,5,37,4,101
904.238534727905,2,5,38,4,101
1004.3210006604415,1,3,37,2,101
1622.882444506171,2,3,39,2,101
2160.401805422995,1,5,37,2,101
1618.2537519345833,2,5,39,2,101
1198.5593599562453,1,3,37,2,101
205.4513482051143,2,3,39,2,101
1199.429374776705,2,3,39,2,101
911.8232577715954,2,3,39,1,101
199.1787477294701,2,3,39,3,101
2186.869310052428,2,6,40,2,101
652.6802903223944,2,7,40,3,101
205.66069409454744,1,6,40,3,101
1300.922730636826,1,2,40,2,101
178.40214654847216,1,6,40,3,101
2224.161904798135,2,2,41,4,101
903.9863538420079,1,2,40,3,101
592.0792618277603,1,6,41,1,101
595.029172987413,1,2,41,1,101
1302.6009806275279,1,2,41,4,101
349.8246072056484,1,6,41,2,101
351.1344342173501,1,6,41,2,101
1012.6170235747227,1,2,41,2,101
1019.3976422053217,1,2,41,2,101
1301.3682688431645,2,2,41,2,101
246.88315655946283,1,6,41,2,101
1011.4291951891382,2,2,41,2,101
596.1075023783113,1,6,41,1,101
1299.3040685799233,2,2,41,2,101
1303.3100727004626,1,6,41,2,101
1299.1722458873662,1,6,41,4,101
595.029172987413,1,2,41,1,101
1299.3040685799233,2,3,41,2,101
351.1344342173501,1,7,42,2,101
592.0792618277603,1,7,41,1,101
906.3312471800295,1,3,43,2,101
849.9410028450596,1,7,42,4,101
1346.6293036214065,2,3,43,2,101
1346.6293036214065,1,3,43,2,101
