EF48,TAETIGKEITSSCHLUESSEL4,TAETIGKEITSSCHLUESSEL5
600.5934477161666,2,3
597.4388104333802,2,3
607.9527066368685,2,3
600.9174178566775,2,3
595.7735177271645,2,3
520.3643383612604,2,3
523.6283418091865,2,3
512.3528929007853,2,3
514.1490698530099,2,3
515.7958844409151,2,3
513.6033023938976,2,3
523.9035993573818,2,3
520.568415573483,2,3
527.9570648576329,2,3
999.6978625013456,2,3
1015.5731720578053,2,3
970.8645985121508,2,3
961.1133084506508,2,3
795.3827964504031,2,3
949.2607146025408,2,3
909.9677473113001,2,3
968.6799085016403,2,3
839.6238679034255,2,3
953.184055189555,2,3
911.3554544195252,2,3
956.9975167174279,2,3
904.7707895692333,2,2
904.9704028788315,2,2
907.0486529231594,2,2
908.1302647285049,2,2
905.42154063295,2,2
904.5046180946736,2,2
906.3916530739589,2,2
904.4140533811944,2,2
908.3757542789372,2,2
910.1666443724866,2,2
910.8201780965845,2,2
905.642747201874,2,2
908.0372855579012,2,2
908.9375853709838,2,2
727.580017089844,2,2
727.580017089844,2,2
686.5679283696371,2,2
685.9678843226316,2,2
683.0755235383793,2,2
682.425840099681,2,2
727.580017089844,2,2
727.580017089844,2,2
727.580017089844,2,2
711.2048932299057,2,2
716.5102463560038,2,2
90.11580170751432,2,2
110.30519368632585,2,2
90.91177871900308,2,2
107.40673620582024,2,2
88.41014048573403,2,2
107.64485974592566,2,2
111.1340593813241,2,2
104.96233390428968,2,2
191.47135622081302,2,2
191.95197377025278,2,2
179.37764593597134,2,2
183.42099550297024,2,2
183.80161088211668,2,2
186.0166442803835,2,2
183.565447447614,2,2
183.47133381902637,2,2
190.16140029933754,2,2
500.95719954543927,2,2
497.3430603947024,2,2
463.7422259760485,2,2
497.7238890940469,2,2
498.0231399045865,2,2
502.9798442755373,2,2
462.04774094580114,2,2
457.5836402679611,2,2
381.66916461255687,2,2
380.2576336139733,2,2
344.1743676555344,2,2
382.50410034927285,2,2
308.24412365498665,2,2
376.1626434034483,2,3
379.07238415420653,2,3
382.06922393799823,2,3
378.7577393269853,2,3
381.9991155838847,2,3
383.13965740648564,2,3
380.0602020139102,2,3
500.45192520385245,2,3
466.8469341222347,2,3
466.4754092859903,2,3
464.81965447869845,2,3
468.1664036392712,2,3
