EF19,TAETIGKEITSSCHLUESSEL4,B52,TAETIGKEITSSCHLUESSEL5
366,2,1075.191997228311,3
352,2,1039.988176659217,3
363,2,1227.4935699365697,3
364,2,1195.5897361821555,3
364,2,1194.9070854522965,3
366,2,1143.9297212084855,3
326,2,1089.4518089287467,3
327,2,1089.6033023938976,3
270,2,1038.644793327214,2
278,2,1241.6457755183492,2
278,2,1239.6978625013458,2
278,2,1108.6595945303543,2
290,2,1056.8961996129456,2
266,2,1142.8456991126009,2
300,2,1131.2894599681106,2
300,2,1130.4074509190757,2
300,2,1131.8119339517127,2
278,2,1143.638986568846,2
291,2,1262.8319300135609,2
266,2,1128.7707895692333,2
300,2,1061.7015694482102,2
300,2,1061.815207459064,2
288,2,1057.42154063295,3
291,2,1056.2174800356102,3
312,2,1129.7072915401916,3
281,2,1208.7515085578743,3
271,2,1260.8322119356044,3
271,2,1263.173325772598,3
266,2,1142.0186427789506,3
319,2,1156.3927381111596,3
319,2,1159.5804558780708,3
263,2,1098.2717134785485,3
263,2,1091.795545656605,3
315,2,1249.1461567936115,1
308,2,1157.78156040358,1
260,2,1148.472618413166,1
266,2,1129.0706066422026,1
319,2,1100.5102463560038,1
319,2,1100.8721018897015,1
309,2,1133.6359204226642,1
263,2,1094.8134724116405,1
351,2,1205.8708737536797,1
270,2,1036.570783966445,1
308,2,1036.4811669521448,1
261,2,1261.7809870027756,1
312,2,200.5396022515594,4
279,2,203.71049775148512,4
297,2,205.94775987453562,4
293,2,202.8889214939889,4
355,2,27.73566690951318,4
360,2,22.7196178095664,4
334,2,23.433694751067492,4
334,2,31.87111298802424,4
305,2,382.0759952949928,4
304,2,369.1012126950814,4
274,2,382.04774094580114,4
300,2,429.7637421820578,4
300,2,331.2226743161168,4
272,2,444.0871838277672,4
266,2,292.27701488117617,4
266,2,494.2902535701919,4
266,2,493.53619207710324,4
266,2,493.3979385889336,4
266,2,495.94381996007155,4
270,2,893.7849143516214,4
334,2,624.6918688564267,4
256,2,820.1122419250261,4
266,2,877.2377046429951,4
271,2,892.9814275656544,4
360,2,606.599060355935,4
343,2,766.707693432195,4
271,2,716.2777328679989,4
317,2,688.5076592262374,4
266,2,876.3806750074938,4
319,2,562.789978027344,4
292,2,705.1074524397801,4
304,2,611.2487976502881,4
77,2,498.9180797821097,4
79,2,501.25146142427263,4
92,2,463.9022749460575,4
92,2,457.4226767978485,4
100,2,391.59792546560084,4
100,2,388.4964584311424,4
76,2,499.39158057934947,4
78,2,497.5141111417067,4
116,2,343.52717825290495,4
116,2,339.02002468218853,4
79,2,329.3835612890301,4
76,2,329.85493687084886,4
116,2,457.98434574018034,4
116,2,461.52058860792846,4
81,2,502.8491358185941,4
81,2,501.93560579550353,4
81,2,373.5368432822794,4
81,2,375.9234885775248,4
248,2,59.09568638551618,4
218,2,31.229627493248778,4
219,2,25.18351202811389,4
212,2,173.30390254903082,4
213,2,170.36638078515946,4
249,2,26.63214423097623,4
229,2,82.77544330656227,4
228,2,85.38071311646154,4
247,2,447.612889002608,4
246,2,445.4233663612736,4
253,2,348.594818797602,4
252,2,348.8074951735489,4
252,2,347.39508830281846,4
211,2,493.58643023449065,4
211,2,493.37811675190795,4
218,2,481.7843661868891,4
218,2,481.43957612555397,4
226,2,459.0335641696893,4
226,2,463.4799104432994,4
212,2,292.31645017392765,4
181,2,920.0775608067863,4
181,2,879.1211884675074,4
188,2,908.0481274131599,4
183,2,998.4121953548511,4
150,2,732.518849421954,4
182,2,671.914087581244,4
184,2,727.8990812799885,4
242,2,981.6810718886662,4
137,2,754.8269223869622,4
180,2,686.9685071340066,4
185,2,990.7153906895886,4
185,2,718.9310557295132,4
174,2,530.857463148046,4
138,2,562.789978027344,4
212,2,984.0258812547256,4
50,2,820.5407571874894,4
59,2,1010.6688624938847,4
8,2,945.9329801982435,4
28,2,997.7349120469055,4
58,2,772.7051653657735,4
57,2,978.9445567117862,4
16,2,796.6840180122829,4
17,2,840.2220139641839,4
92,2,813.135653283793,4
92,2,876.0376348477764,4
92,2,879.489269980379,4
81,2,815.0566842146198,4
120,2,877.6244588803563,4
120,2,876.359979834982,4
92,2,847.3852906536059,4
92,2,845.8249204912458,4
36,2,652.7630811295209,4
43,2,719.9023185770922,4
43,2,718.9400091233333,4
34,2,716.5626376649876,4
34,2,719.6710422925153,4
43,2,179.81715318167235,1
61,2,230.11225375438946,1
36,2,124.01556308942834,1
43,2,45.66570318187213,1
43,2,95.71887705681966,1
110,2,292.5426518121059,1
37,2,264.36623675309744,1
54,2,46.81750837513465,1
34,2,58.63834451175783,1
87,2,202.59257463145923,1
211,2,307.1261061947963,2
249,2,363.62663651628367,2
249,2,292.77784500240125,2
226,2,292.43217325241187,2
223,2,258.1096713981644,2
249,2,292.80057837376586,2
165,2,244.4748475185875,2
155,2,333.438543291411,2
174,2,206.43705582762814,3
242,2,336.31267516466136,3
242,2,26.451184501203137,2
204,2,114.58427981064494,3
205,2,259.6808861315421,2
226,2,126.96143836307527,2
242,2,31.052345035117416,2
164,2,92.05576692484185,3
247,2,107.2031552978348,2
176,2,292.9287863295736,2
150,2,444.1133751600958,3
172,2,360.25491250080574,3
174,2,202.85080774754786,3
165,2,87.90298304044305,2
209,2,399.0849198394617,3
221,2,203.64147570361845,2
169,2,29.783184474297883,3
173,2,124.41731392867318,2
242,2,919.0195449244616,3
242,2,847.0436935572928,3
242,2,846.5663656897343,3
242,2,812.4386217163092,3
136,2,681.1780125929247,3
137,2,726.4694708803835,3
150,2,731.351679337527,3
138,2,721.6720862366448,3
238,2,631.954423873331,2
237,2,541.9690311831439,2
224,2,728.5288416060495,2
249,2,608.2441495606239,2
224,2,583.2214514003977,2
218,2,753.7808152752057,2
154,2,740.3068631485976,2
155,2,879.0880768598652,2
197,2,718.342424585846,2
246,2,812.7425827891643,2
137,2,914.53341607068,2
197,2,892.8962651126047,2
192,2,707.4539642962367,2
213,2,907.3910357855475,3
242,2,853.5316142515006,2
195,2,723.49574750987,3
196,2,911.0123888607037,3
136,2,724.6164225143656,3
180,2,746.8095153517362,2
136,2,808.4201163241016,3
205,2,723.276569249416,2
242,2,966.6944085268958,2
150,2,732.5377352782891,3
150,2,944.5355096598656,3
43,2,893.6163249747173,2
16,2,964.768480043503,2
37,2,966.0015302479942,2
43,2,965.1881735110512,2
17,2,876.6156337728017,2
39,2,817.8158573450074,2
23,2,904.779366741713,2
124,2,893.1869050972037,2
125,2,985.1344634997349,3
51,2,964.4694400445959,2
61,2,684.8759794666496,2
116,2,587.4938522671389,3
66,2,906.9104304984498,3
61,2,816.4565656440362,2
124,2,551.0874769669782,2
37,2,981.3098386025546,3
50,2,725.4515554218154,3
124,2,861.0802046238567,3
125,2,893.5045891872119,2
